epoch;loss;val_loss
0;0.25131298676133157;1.680350399017334
1;0.1315526518970728;0.40466113686561583
2;0.11505078226327896;0.3490201711654663
3;0.11141499523073435;0.21806108206510544
4;0.10886177215725183;0.4330443024635315
5;0.10100717078894376;0.2778185307979584
6;0.10157798025757074;0.17363743484020233
7;0.09601453486829996;0.9383063375949859
8;0.09596056696027518;0.21681076735258104
9;0.09204567782580853;0.2834331125020981
10;0.09142261184751987;0.2453791692852974
11;0.08850791528820992;0.14912862777709962
12;0.08563637249171734;0.1688861146569252
13;0.08644591066986322;0.2165144070982933
14;0.08495873380452394;0.12419965788722039
15;0.08315538428723812;0.15854164361953735
16;0.082212882488966;0.12080353945493698
17;0.08162818662822247;0.1069314569234848
18;0.08096066545695066;0.1176322802901268
19;0.08045274205505848;0.10222912132740021
20;0.07886133641004563;0.1358635574579239
21;0.07885227631777525;0.09685535356402397
22;0.07780850436538458;0.14601502269506456
23;0.07520355395972729;0.09672181382775306
24;0.07464553583413362;0.16942189484834672
25;0.07353695835918188;0.0931498073041439
26;0.07538136262446642;0.11845553517341614
27;0.07433686424046755;0.23131017982959748
28;0.07333452571183444;0.10716716796159745
29;0.07252855319529772;0.08966840505599975
30;0.07105918629094958;0.10081882402300835
31;0.07035727426409721;0.08346273675560952
32;0.07096628565341234;0.09127785339951515
33;0.07092226427048445;0.08971279487013817
34;0.07081234194338322;0.10406211912631988
35;0.07007845183834434;0.09418221190571785
36;0.06815186506137252;0.08324067369103431
37;0.0686875881627202;0.09996853917837142
38;0.06966509437188506;0.1053409032523632
39;0.06930310595780612;0.10499488040804864
40;0.06770142503082752;0.09278876855969428
41;0.06817662669345737;0.10736868605017662
42;0.06674962053075432;0.08319888710975647
43;0.06451202584430575;0.08092928305268288
44;0.06461883774027229;0.07800568118691445
45;0.06450608810409904;0.08476179540157318
46;0.06491993730887771;0.08671973943710327
47;0.06438103681430221;0.08114180639386177
48;0.06383527098223567;0.08498376980423927
49;0.06372642815113068;0.08104530349373817
50;0.06264138175174594;0.07723066359758377
51;0.06223872359842062;0.07507551088929176
52;0.062441572453826664;0.07536205872893334
53;0.0623361180536449;0.07859323397278786
54;0.06217705933377147;0.08442283421754837
55;0.06185873001813889;0.0775416225194931
56;0.06144996928051114;0.07844637334346771
57;0.06095366757363081;0.07973905727267265
58;0.060980180464684966;0.07542304173111916
59;0.060914121102541685;0.07938015237450599
60;0.060865368228405714;0.07775306776165962
61;0.06055022375658155;0.07656231671571731
62;0.06036547534167767;0.07777715399861336
63;0.060314233880490065;0.07831314653158188
64;0.060253622569143774;0.07887915521860123
65;0.060380809102207424;0.07580662593245506
66;0.060233191680163146;0.08041626214981079
67;0.05980933979153633;0.07612357065081596
68;0.060087517742067574;0.07660237774252891
69;0.059755930304527284;0.0774209089577198
70;0.06034723035991192;0.07871214896440507
71;0.060380207095295194;0.07755009382963181
