epoch;loss;val_loss
0;0.6507489490509033;0.6301679754257202
1;0.6116740131378173;0.5919570422172546
2;0.5745666718482971;0.5603996777534485
3;0.5451005125045776;0.5378021264076233
4;0.5215591859817504;0.5206277418136597
5;0.5007280230522155;0.5079547238349914
6;0.48219322204589843;0.49467060804367063
7;0.46563676476478577;0.476754150390625
8;0.44888930797576904;0.45502817392349243
9;0.43317766427993776;0.4346533918380737
10;0.41901679039001466;0.41769094109535215
11;0.40484254360198973;0.40499854683876035
12;0.3919911313056946;0.39149866580963133
13;0.380058296918869;0.37748881936073303
14;0.368860102891922;0.3629309856891632
15;0.358719584941864;0.35123284459114074
16;0.34999790906906125;0.34208142399787905
17;0.34258653163909913;0.3282627356052399
18;0.3334982347488403;0.32697910904884336
19;0.32546985626220704;0.31382867097854616
20;0.3200956404209137;0.3074910593032837
21;0.3123688817024231;0.3041002905368805
22;0.3052541935443878;0.29424413323402404
23;0.29920966386795045;0.2885061323642731
24;0.29119631052017214;0.2831387150287628
25;0.2852752733230591;0.27922947764396666
26;0.2784968185424805;0.26959633588790893
27;0.2752483701705933;0.26550344824790956
28;0.26882820010185243;0.27493695497512816
29;0.26940115451812746;0.2776341867446899
30;0.2666277241706848;0.25987658739089964
31;0.26425320029258725;0.2671707320213318
32;0.2603415012359619;0.265385365486145
33;0.26097636222839354;0.26018051862716673
34;0.2618236589431763;0.2766739118099213
35;0.2590951430797577;0.26185409307479857
36;0.25735857725143435;0.26216607213020326
37;0.2586720311641693;0.279111487865448
38;0.25682171404361726;0.2618309557437897
39;0.25289007544517517;0.2717138934135437
40;0.2538143539428711;0.26417342901229857
41;0.25078362464904785;0.2685205888748169
42;0.25037630677223205;0.2667535006999969
43;0.25056082248687744;0.2674304533004761
44;0.24936928749084472;0.2652204370498657
45;0.24983320355415345;0.26516281962394717
46;0.24871478319168092;0.2793711245059967
47;0.24912743926048278;0.2661674427986145
48;0.24703993558883666;0.2767380475997925
49;0.24928849816322327;0.26868415117263794
50;0.24555793523788452;0.26707263350486754
51;0.2443467605113983;0.26770267844200135
52;0.24321688294410707;0.26916433334350587
53;0.24311421871185301;0.2678116750717163
54;0.2419208025932312;0.2701163625717163
55;0.24152411222457887;0.2673308801651001
56;0.2427046537399292;0.2701454758644104
57;0.24020692825317383;0.27048641681671143
58;0.2410517328977585;0.2676811826229095
59;0.24364638805389405;0.2715976083278656
60;0.24196100115776062;0.2737448287010193
61;0.24347785711288453;0.26759915947914126
62;0.240857754945755;0.2691102993488312
63;0.24229805111885072;0.27071964621543887
64;0.23736061334609984;0.26790168046951296
65;0.2375661152601242;0.26734042406082154
66;0.2367694139480591;0.26916888952255247
67;0.23592954158782958;0.26783780455589296
68;0.23639704704284667;0.2790487277507782
69;0.23860706329345704;0.2677864980697632
70;0.23777321219444275;0.2700791239738464
71;0.23816224992275237;0.2811228132247925
72;0.2373662233352661;0.2711012244224548
73;0.23666558563709258;0.2726174294948578
74;0.2349028146266937;0.26870784878730775
75;0.2327610445022583;0.2679692602157593
76;0.232034655213356;0.27023916721343993
77;0.23269159197807313;0.26819356083869933
78;0.231198747754097;0.26886132478713987
79;0.23224033892154694;0.2715985643863678
80;0.23077397406101227;0.26797651410102846
81;0.2320400047302246;0.26753305792808535
82;0.23574972987174989;0.2834697663784027
83;0.23704539895057677;0.26703737378120423
84;0.23007240235805512;0.26844655990600585
85;0.22914622306823731;0.2677245318889618
86;0.22980620324611664;0.2682024347782135
87;0.22894819974899291;0.2679691755771637
88;0.22810830295085907;0.27075018048286437
89;0.2287379550933838;0.2697675085067749
90;0.22876855075359345;0.27029555082321166
91;0.22801407754421235;0.2687012708187103
92;0.22740769267082214;0.26878378868103026
93;0.22725371956825258;0.27356056213378904
94;0.22954970479011536;0.2745972454547882
95;0.23210821747779847;0.2695514976978302
96;0.22928020358085632;0.2729229772090912
97;0.23263777256011964;0.2716366541385651
98;0.22845867574214934;0.27028667092323305
99;0.22718674421310425;0.26968286991119383
0;0.6246666288375855;0.5589434385299683
1;0.5444249081611633;0.4777087366580963
2;0.4764862644672394;0.4154417073726654
3;0.43687357783317565;0.38142032742500304
4;0.416113463640213;0.3599810326099396
5;0.39730809211730955;0.343449295759201
6;0.3820181679725647;0.3313212811946869
7;0.37347146987915036;0.3205623161792755
8;0.3664125061035156;0.3152955758571625
9;0.3609856414794922;0.31158085584640505
10;0.3558653974533081;0.3084841585159302
11;0.35125075817108153;0.3033454513549805
12;0.34653730630874635;0.2993273591995239
13;0.34215808868408204;0.29521991848945617
14;0.33808429479599;0.29146199226379393
15;0.33446290731430056;0.2868429899215698
16;0.330355783700943;0.28768673300743103
17;0.32654309034347534;0.28016416549682616
18;0.3231063771247864;0.2767202591896057
19;0.31903059005737305;0.27691577553749086
20;0.3157415533065796;0.2704268085956574
21;0.3126520174741745;0.26928057432174685
22;0.3095306611061096;0.2662017345428467
23;0.30687211990356444;0.26486464619636535
24;0.3044902443885803;0.2632651293277741
25;0.30228593707084656;0.26412099599838257
26;0.30062307834625246;0.26127814412117006
27;0.29899702668190004;0.26388136863708495
28;0.29744463443756103;0.26122305989265443
29;0.2963695454597473;0.2683826756477356
